,season,name,shoots,position,salary
2688,2010-11,Kyrylo Fesenko,Right,Center,1087500
2689,2010-11,Landry Fields,Right,Shooting Guard and Small Forward,473604
2690,2011-12,Landry Fields,Right,Shooting Guard and Small Forward,762195
2691,2012-13,Landry Fields,Right,Shooting Guard and Small Forward,6250000
2692,2013-14,Landry Fields,Right,Shooting Guard and Small Forward,6250000
2693,2014-15,Landry Fields,Right,Shooting Guard and Small Forward,6250000
2694,1999-00,Michael Finley,Right,Small Forward and Shooting Guard,7200000
2695,2000-01,Michael Finley,Right,Small Forward and Shooting Guard,8400000
2696,2001-02,Michael Finley,Right,Small Forward and Shooting Guard,10625000
2697,2002-03,Michael Finley,Right,Small Forward and Shooting Guard,11953125
2698,2003-04,Michael Finley,Right,Small Forward and Shooting Guard,13281250
2699,2004-05,Michael Finley,Right,Small Forward and Shooting Guard,14609375
2700,2005-06,Michael Finley,Right,Small Forward and Shooting Guard,15937500
2701,2005-06,Michael Finley,Right,Small Forward and Shooting Guard,2675000
2702,2006-07,Michael Finley,Right,Small Forward and Shooting Guard,16141999
2703,2006-07,Michael Finley,Right,Small Forward and Shooting Guard,2889000
2704,2007-08,Michael Finley,Right,Small Forward and Shooting Guard,18593750
2705,2007-08,Michael Finley,Right,Small Forward and Shooting Guard,3103000
2706,2008-09,Michael Finley,Right,Small Forward and Shooting Guard,2500000
2707,2009-10,Michael Finley,Right,Small Forward and Shooting Guard,2500000
2708,2016-17,Dorian Finney-Smith,Right,Small Forward and Power Forward,543471
2709,2017-18,Dorian Finney-Smith,Right,Small Forward and Power Forward,1312611
2710,1999-00,Derek Fisher,Left,Point Guard and Shooting Guard,3000000
2711,2000-01,Derek Fisher,Left,Point Guard and Shooting Guard,3380000
2712,2001-02,Derek Fisher,Left,Point Guard and Shooting Guard,3000000
2713,2002-03,Derek Fisher,Left,Point Guard and Shooting Guard,3000000
2714,2003-04,Derek Fisher,Left,Point Guard and Shooting Guard,3000000
2715,2004-05,Derek Fisher,Left,Point Guard and Shooting Guard,4903000
2716,2005-06,Derek Fisher,Left,Point Guard and Shooting Guard,5393300
2717,2006-07,Derek Fisher,Left,Point Guard and Shooting Guard,5883600
2718,2007-08,Derek Fisher,Left,Point Guard and Shooting Guard,6373900
2719,2007-08,Derek Fisher,Left,Point Guard and Shooting Guard,4350000
2720,2008-09,Derek Fisher,Left,Point Guard and Shooting Guard,4700000
2721,2009-10,Derek Fisher,Left,Point Guard and Shooting Guard,5048000
2722,2010-11,Derek Fisher,Left,Point Guard and Shooting Guard,3700000
2723,2011-12,Derek Fisher,Left,Point Guard and Shooting Guard,3400000
2724,2012-13,Derek Fisher,Left,Point Guard and Shooting Guard,413608
2725,2012-13,Derek Fisher,Left,Point Guard and Shooting Guard,182942
2726,2013-14,Derek Fisher,Left,Point Guard and Shooting Guard,1399507
2727,2005-06,Gerald Fitch,Right,Point Guard,359858
2728,2000-01,Marcus Fizer,Right,Small Forward and Power Forward,2562000
2729,2001-02,Marcus Fizer,Right,Small Forward and Power Forward,2754120
2730,2002-03,Marcus Fizer,Right,Small Forward and Power Forward,2946240
2731,2003-04,Marcus Fizer,Right,Small Forward and Power Forward,3726994
2732,2004-05,Marcus Fizer,Right,Small Forward and Power Forward,735960
2733,2004-05,Luis Flores,Right,Point Guard,385277
2734,2009-10,Jonny Flynn,Right,Point Guard,2969280
2735,2010-11,Jonny Flynn,Right,Point Guard,3192000
2736,2011-12,Jonny Flynn,Right,Point Guard,3414720
2737,2011-12,Jeff Foote,Right,Center,225341
2738,2016-17,Bryn Forbes,Right,Shooting Guard,543471
2739,2017-18,Bryn Forbes,Right,Shooting Guard,1312611
2740,2010-11,Gary Forbes,Right,Small Forward and Shooting Guard,473604
2741,2011-12,Gary Forbes,Right,Small Forward and Shooting Guard,1500000
2742,2012-13,Gary Forbes,Right,Small Forward and Shooting Guard,1500000
2743,2001-02,Alton Ford,Right,Power Forward,332817
2744,2002-03,Alton Ford,Right,Power Forward,512435
2745,2003-04,Alton Ford,Right,Power Forward,586082
2746,2005-06,Sharrod Ford,Right,Power Forward,116711
2747,2003-04,T.J. Ford,Right,Point Guard,2002680
2748,2004-05,T.J. Ford,Right,Point Guard,2152800
2749,2005-06,T.J. Ford,Right,Point Guard,2303040
2750,2006-07,T.J. Ford,Right,Point Guard,2929467
2751,2007-08,T.J. Ford,Right,Point Guard,8000000
2752,2008-09,T.J. Ford,Right,Point Guard,8000000
2753,2009-10,T.J. Ford,Right,Point Guard,8500000
2754,2010-11,T.J. Ford,Right,Point Guard,8500000
2755,2011-12,T.J. Ford,Right,Point Guard,1146337
2756,2001-02,Joseph Forte,Right,Shooting Guard,939360
2757,2002-03,Joseph Forte,Right,Shooting Guard,1009920
2758,2003-04,Joseph Forte,Right,Shooting Guard,1080360
2759,2011-12,Courtney Fortson,Left,Point Guard,42009
2760,1999-00,Danny Fortson,Right,Center and Power Forward,1678800
2761,2000-01,Danny Fortson,Right,Center and Power Forward,3950000
2762,2001-02,Danny Fortson,Right,Center and Power Forward,4649534
2763,2002-03,Danny Fortson,Right,Center and Power Forward,5039068
2764,2003-04,Danny Fortson,Right,Center and Power Forward,5428602
2765,2004-05,Danny Fortson,Right,Center and Power Forward,5818136
2766,2005-06,Danny Fortson,Right,Center and Power Forward,6207670
2767,2006-07,Danny Fortson,Right,Center and Power Forward,6596990
2768,1999-00,Greg Foster,Right,Center and Power Forward,1603861
2769,2000-01,Greg Foster,Right,Center and Power Forward,1760000
2770,2001-02,Greg Foster,Right,Center and Power Forward,1764247
2771,2002-03,Greg Foster,Right,Center and Power Forward,401951
2772,1999-00,Jeff Foster,Right,Center,857760
2773,2000-01,Jeff Foster,Right,Center,922080
2774,2001-02,Jeff Foster,Right,Center,986400
2775,2002-03,Jeff Foster,Right,Center,1571335
2776,2003-04,Jeff Foster,Right,Center,4000000
2777,2004-05,Jeff Foster,Right,Center,4500000
2778,2005-06,Jeff Foster,Right,Center,5000000
2779,2006-07,Jeff Foster,Right,Center,5500000
2780,2007-08,Jeff Foster,Right,Center,5500000
2781,2008-09,Jeff Foster,Right,Center,5500000
2782,2009-10,Jeff Foster,Right,Center,6077500
2783,2010-11,Jeff Foster,Right,Center,6655000
2784,2011-12,Jeff Foster,Right,Center,3000000
2785,2001-02,Antonis Fotsis,Right,Power Forward,332817
2786,2012-13,Evan Fournier,Right,Small Forward and Shooting Guard,1361400
2787,2013-14,Evan Fournier,Right,Small Forward and Shooting Guard,1422720
2788,2014-15,Evan Fournier,Right,Small Forward and Shooting Guard,1483920
2789,2015-16,Evan Fournier,Right,Small Forward and Shooting Guard,2288205
2790,2016-17,Evan Fournier,Right,Small Forward and Shooting Guard,17000000
2791,2017-18,Evan Fournier,Right,Small Forward and Shooting Guard,17000000
2792,2002-03,Tremaine Fowlkes,Right,Small Forward,512435
2793,2003-04,Tremaine Fowlkes,Right,Small Forward,638679
2794,2004-05,Tremaine Fowlkes,Right,Small Forward,79029
2795,2017-18,De'Aaron Fox,Left,Point Guard,4609200
2796,1999-00,Rick Fox,Right,Small Forward,3033000
2797,2000-01,Rick Fox,Right,Small Forward,3400000
2798,2001-02,Rick Fox,Right,Small Forward,3791250
2799,2002-03,Rick Fox,Right,Small Forward,4340231
2800,2003-04,Rick Fox,Right,Small Forward,4734797
2801,2004-05,Rick Fox,Right,Small Forward,4800000
2802,2006-07,Randy Foye,Right,Point Guard and Shooting Guard,2448240
2803,2007-08,Randy Foye,Right,Point Guard and Shooting Guard,2631840
2804,2008-09,Randy Foye,Right,Point Guard and Shooting Guard,2815560
2805,2009-10,Randy Foye,Right,Point Guard and Shooting Guard,3575761
2806,2010-11,Randy Foye,Right,Point Guard and Shooting Guard,4250000
2807,2011-12,Randy Foye,Right,Point Guard and Shooting Guard,4250000
2808,2012-13,Randy Foye,Right,Point Guard and Shooting Guard,2500000
2809,2013-14,Randy Foye,Right,Point Guard and Shooting Guard,3000000
2810,2014-15,Randy Foye,Right,Point Guard and Shooting Guard,3135000
2811,2015-16,Randy Foye,Right,Point Guard and Shooting Guard,3270000
2812,2016-17,Randy Foye,Right,Point Guard and Shooting Guard,2500000
2813,1999-00,Adonal Foyle,Right,Center,1922520
2814,2000-01,Adonal Foyle,Right,Center,3580000
2815,2001-02,Adonal Foyle,Right,Center,4400000
